index,id,title,type,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
4376,tm971819,Four Sisters Before the Wedding,MOVIE,2020,,116,tt11867144,6.3,172
4377,ts215869,Extreme Engagement,SHOW,2019,,40,tt10521644,5.6,382
4378,ts234505,Fary: Hexagone,SHOW,2020,TV-MA,51,tt11823028,6.2,126
4379,tm530822,Carlos Almaraz: Playing with Fire,MOVIE,2019,,82,tt6335714,7.5,58
4380,ts215862,True Tunes,SHOW,2019,TV-Y7,3,tt10522374,8,14
4381,tm816432,Bypass Road,MOVIE,2019,,137,tt9176260,5.4,999
4382,tm461907,Rakkhosh,MOVIE,2019,,113,tt6018556,4.9,184
4383,tm463217,Hamid,MOVIE,2019,,108,tt7527082,7.7,1189
4384,ts236850,Children of Adam,SHOW,2020,TV-14,41,tt12434912,7.8,170
4385,ts251607,Word Party Songs,SHOW,2020,TV-Y,4,tt12748268,3.6,18
4386,tm454431,A Home with a View,MOVIE,2019,,92,tt8443432,5.9,294
4387,tm446480,Cemara's Family,MOVIE,2019,,110,tt7885874,7.8,750
4388,tm879556,David A. Arnold Fat Ballerina,MOVIE,2020,,60,tt11916980,7.4,71
4389,tm454338,Alone/Together,MOVIE,2019,,103,tt9526822,6.8,451
4390,tm474405,Between Maybes,MOVIE,2019,,107,tt10044704,6.2,172
4391,tm471802,Sur Sapata,MOVIE,2019,,128,tt5338082,7.4,45
4392,tm873354,Si Doel the Movie 3,MOVIE,2020,,93,tt11469660,6.7,130
4393,tm902993,Mama Drama,MOVIE,2020,,85,tt12424356,6.3,8
4394,ts89740,The Defected,SHOW,2019,TV-14,42,tt10141612,7.4,68
4395,tm836449,Tuna Girl,MOVIE,2019,,89,tt11057912,6.1,140
4396,tm462809,The Wedding Shaman,MOVIE,2019,,111,tt10066526,7.1,158
4397,tm455715,Dilan 1991,MOVIE,2019,,118,tt9648942,6.8,1047
4398,tm843408,She Is,MOVIE,2019,,106,tt14605914,5.8,6
4399,tm476496,Bhai - Vyakti Ki Valli 2,MOVIE,2019,R,130,tt9680076,7.8,195
4400,tm815509,Elf Pets: A Fox Cub's Christmas Tale,MOVIE,2019,,28,tt10485928,4.7,98
4401,tm898322,This Lady Called Life,MOVIE,2020,,120,tt12282600,6.8,62
4402,tm901961,One Take,MOVIE,2020,,85,tt12401232,5.9,52
4403,tm846354,#FriendButMarried 2,MOVIE,2020,,104,tt11640412,6.9,300
4404,tm823350,Luccas Neto in: Summer Camp,MOVIE,2019,G,87,tt13766476,2.8,52
4405,tm915354,Girl's Revenge,MOVIE,2020,,81,tt13388018,5.7,190
4406,tm451502,Kolaiyuthir Kaalam,MOVIE,2019,,109,tt6280858,2.6,398
4407,tm450129,Sakaling Maging Tayo,MOVIE,2019,,90,tt9389622,7.1,73
4408,tm921230,Story of Kale: When Someone's in Love,MOVIE,2020,,77,tt13081264,6.4,270
4409,ts222362,Mighty Little Bheem: Diwali,SHOW,2019,,24,tt10987498,7.7,35
4410,tm451269,Born Beautiful,MOVIE,2019,,96,tt9364848,5.5,118
4411,tm840236,Milea,MOVIE,2020,,99,tt11127878,6.4,547
4412,tm460411,Stunt School,MOVIE,2019,,95,tt9056824,4.4,1123
4413,ts283159,A Perfect Day for Arsenide,SHOW,2020,TV-MA,23,tt14592684,5,16
4414,ts264270,Anatomy of a Scandal,SHOW,2022,TV-MA,45,tt12748084,7,16425
4415,ts217231,Heartstopper,SHOW,2022,TV-14,28,tt10638036,8.9,28978
4416,ts90093,The Pentaverate,SHOW,2022,TV-MA,27,tt10203880,6.1,3409
4417,ts108385,Inventing Anna,SHOW,2022,TV-MA,68,tt8740976,6.8,54105
4418,tm1082564,The Adam Project,MOVIE,2022,PG-13,106,tt2463208,6.7,156603
4419,tm1043537,Operation Mincemeat,MOVIE,2022,PG-13,128,tt1879016,6.9,1972
4420,tm674063,The Power of the Dog,MOVIE,2021,R,126,tt10293406,6.9,158487
4421,ts225061,Pieces of Her,SHOW,2022,TV-MA,52,tt9170236,6.4,11322
4422,tm1166024,Choose or Die,MOVIE,2022,,85,tt11514780,4.7,14911
4423,tm1075698,Metal Lords,MOVIE,2022,R,97,tt12141112,6.7,19689
4424,ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,TV-MA,61,tt18970124,7.2,3984
4425,tm1120543,The Bubble,MOVIE,2022,R,126,tt13610562,4.7,20080
4426,tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,R,88,tt19034522,5.6,1184
4427,ts256310,Pacific Rim: The Black,SHOW,2021,TV-14,24,tt9288848,7,4796
4428,ts270910,Vikings: Valhalla,SHOW,2022,TV-MA,51,tt11311302,7.1,31330
4429,ts222333,Arcane,SHOW,2021,TV-14,41,tt11126994,9.1,175412
4430,tm1083293,Windfall,MOVIE,2022,R,92,tt15035360,5.7,17218
4431,tm979026,"tick, tick... BOOM!",MOVIE,2021,PG-13,121,tt8721424,7.5,96418
4432,ts301625,Hold Tight,SHOW,2022,TV-MA,47,tt15019128,6.1,1113
4433,ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,TV-MA,52,tt18260538,5.8,2062
4434,ts215951,Midnight Mass,SHOW,2021,TV-MA,64,tt10574558,7.7,102321
4435,tm856378,Don't Look Up,MOVIE,2021,R,138,tt11286314,7.2,498447
4436,ts307973,Murderville,SHOW,2022,TV-MA,34,tt15264192,6.9,10414
4437,ts240453,Clark,SHOW,2022,TV-MA,61,tt12304420,7.5,1991
4438,ts333834,The Ultimatum: Marry or Move On,SHOW,2022,TV-MA,50,tt18396952,5.4,1440
4439,tm852172,Apollo 10Â½:  A Space Age Childhood,MOVIE,2022,PG-13,98,tt7978758,7.3,4932
4440,ts294338,Hard Cell,SHOW,2022,TV-MA,26,tt14959710,6.1,618
4441,ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,tt13315324,6.3,38964
4442,ts256710,Archive 81,SHOW,2022,TV-MA,54,tt13365348,7.3,43068
4443,tm413169,Peter Rabbit 2: The Runaway,MOVIE,2021,PG,93,tt8376234,6.2,10714
4444,ts343599,Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,85,tt18970454,6.7,4711
4445,ts220305,Squid Game,SHOW,2021,TV-MA,54,tt10919420,8,416738
4446,tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,R,101,tt19034332,6.2,2233
4447,tm1064065,Black Crab,MOVIE,2022,,114,tt6708668,5.6,17101
4448,ts343432,Yakamoz S-245,SHOW,2022,TV-MA,48,tt13317454,6.1,3861
4449,tm1137051,Bubble,MOVIE,2022,PG,101,tt16360006,6.5,2468
4450,tm1080083,The Lost Daughter,MOVIE,2021,R,122,tt9100054,6.7,56650
4451,tm1191224,365 Days: This Day,MOVIE,2022,,111,tt12996154,2.5,10739
4452,ts331448,Welcome To Eden,SHOW,2022,TV-MA,41,tt13457822,4.9,973
4453,tm370144,The Mitchells vs. the Machines,MOVIE,2021,PG,113,tt7979580,7.6,100787
4454,tm404856,Red Notice,MOVIE,2021,PG-13,117,tt7991608,6.3,255356
4455,ts281927,Stay Close,SHOW,2021,TV-MA,47,tt2201227,6.9,28669
4456,ts223537,Maid,SHOW,2021,TV-MA,54,tt11337908,8.4,74955
4457,ts340376,The Marked Heart,SHOW,2022,TV-MA,44,tt18974572,6.3,1103
4458,ts346959,Meltdown: Three Mile Island,SHOW,2022,TV-14,44,tt19757508,7,958
4459,ts87242,Shadow and Bone,SHOW,2021,TV-14,52,tt2403776,7.6,77782
4460,ts296046,Lupin,SHOW,2021,TV-MA,46,tt2531336,7.5,100575
4461,tm937814,The Alpinist,MOVIE,2021,PG-13,92,tt11790780,8,7192
4462,tm825714,The Harder They Fall,MOVIE,2021,R,139,tt10696784,6.5,57549
4463,tm1014947,Against the Ice,MOVIE,2022,,102,tt13873302,6.5,18057
4464,ts227473,Brand New Cherry Flavor,SHOW,2021,TV-MA,43,tt11343600,7.1,14449
4465,ts321918,Human Resources,SHOW,2022,TV-MA,27,tt11092142,7.2,4761
4466,ts225855,All of Us Are Dead,SHOW,2022,TV-MA,61,tt14169960,7.5,41393
4467,ts257504,Heirs to the Land,SHOW,2022,TV-MA,54,tt13308276,7,599
4468,tm1142224,The House,MOVIE,2022,R,97,tt11703050,6.8,12270
4469,tm1185360,Return to Space,MOVIE,2022,,128,tt18555320,7.3,3270
4470,tm1165983,The Weekend Away,MOVIE,2022,,91,tt14817272,5.6,20207
4471,ts102086,Behind Her Eyes,SHOW,2021,TV-MA,50,tt9698442,7.2,57514
4472,tm857461,Gangubai Kathiawadi,MOVIE,2022,,157,tt10083340,7,44045
4473,ts330402,Is It Cake?,SHOW,2022,TV-PG,38,tt18314214,5.7,465
4474,tm1120855,Along for the Ride,MOVIE,2022,,106,tt14506528,6,1432
4475,ts329699,The Andy Warhol Diaries,SHOW,2022,TV-MA,66,tt18082212,7.7,1496
4476,tm1019177,The Colony,MOVIE,2021,R,104,tt6506264,5.4,7434
4477,tm1166288,Rescued by Ruby,MOVIE,2022,,93,tt11278476,7.1,6417
4478,ts237722,The Cuphead Show!,SHOW,2022,TV-Y7,15,tt10611608,7.5,5792
4479,tm1166020,The Takedown,MOVIE,2022,,119,tt13822738,5.7,1768
4480,tm1066826,Diana: The Musical,MOVIE,2021,PG-13,117,tt12885272,4.3,1189
4481,ts85985,Cowboy Bebop,SHOW,2021,TV-MA,45,tt1267295,6.6,35427
4482,tm991529,The Hand of God,MOVIE,2021,R,130,tt12680684,7.4,30235
4483,ts343430,The 7 Lives of Lea,SHOW,2022,TV-MA,41,tt14140886,7.5,1196
4484,tm1092864,The Unforgivable,MOVIE,2021,R,112,tt11233960,7.1,101975
4485,tm986168,The Guilty,MOVIE,2021,R,90,tt9421570,6.3,113483
4486,tm983784,Coming Home in the Dark,MOVIE,2021,,93,tt6874762,5.7,4049
4487,tm1150385,The Tinder Swindler,MOVIE,2022,,114,tt14992922,7.2,57606
4488,ts232107,The Silent Sea,SHOW,2021,TV-MA,45,tt11570202,6.9,18548
4489,ts237713,Sweet Tooth,SHOW,2021,TV-14,45,tt12809988,7.8,49182
4490,tm1033470,Till Death,MOVIE,2021,R,89,tt11804152,5.8,19029
4491,ts300391,Clickbait,SHOW,2021,TV-MA,46,tt10888878,7.2,50140
4492,ts94677,Worst Roommate Ever,SHOW,2022,TV-MA,47,tt8323702,8.1,8
4493,ts251675,Hellbound,SHOW,2021,TV-MA,52,tt12235718,6.6,22107
4494,ts234817,In from the Cold,SHOW,2022,TV-MA,49,tt11859542,6.2,6663
4495,tm1185687,Silverton Siege,MOVIE,2022,PG-13,100,tt18563148,6.1,2122
4496,ts286731,Komi Can't Communicate,SHOW,2021,TV-14,24,tt14626352,7.8,4358
4497,ts314164,Tomorrow,SHOW,2022,TV-14,60,tt18926162,7.7,603
4498,tm1111987,Munich: The Edge of War,MOVIE,2022,PG-13,129,tt7475578,6.8,26781
4499,ts279892,Ginny & Georgia,SHOW,2021,TV-14,54,tt10813940,7.4,44573
4500,tm946869,Texas Chainsaw Massacre,MOVIE,2022,R,83,tt11755740,4.8,45810
4501,tm471968,Passing,MOVIE,2021,PG-13,98,tt8893974,6.7,13553
4502,tm1138477,Downfall: The Case Against Boeing,MOVIE,2022,R,89,tt11893274,7.4,9428
4503,ts311985,Inside Job,SHOW,2021,TV-MA,28,tt10231312,7.6,15137
4504,ts250998,Dirty Lines,SHOW,2022,TV-MA,46,tt14859224,7.3,717
4505,ts331681,Trivia Quest,SHOW,2022,TV-G,9,tt18393972,5.6,176
4506,tm1048362,Army of Thieves,MOVIE,2021,R,127,tt13024674,6.4,71036
4507,tm501313,Gunpowder Milkshake,MOVIE,2021,R,114,tt8368408,6,40888
4508,tm1110527,Captain Nova,MOVIE,2021,,86,tt14915608,5.5,960
4509,tm983723,The Sparks Brothers,MOVIE,2021,R,140,tt8610436,7.8,4416
4510,ts225645,The Chair,SHOW,2021,TV-MA,30,tt11834150,7.2,15894
4511,tm1046026,The Trip,MOVIE,2021,,113,tt13109952,6.9,19706
4512,ts289334,Sex/Life,SHOW,2021,TV-MA,48,tt10839422,5.4,19604
4513,ts296472,The Chestnut Man,SHOW,2021,TV-MA,55,tt10834220,7.7,41253
4514,tm1022103,Outlaws,MOVIE,2021,R,125,tt11892272,6.9,3722
4515,tm456513,Army of the Dead,MOVIE,2021,R,148,tt0993840,5.7,166882
4516,ts321513,My Liberation Notes,SHOW,2022,TV-14,62,tt15146130,8.4,276
4517,ts311989,jeen-yuhs,SHOW,2022,TV-MA,93,tt14599438,8.1,7269
4518,ts310057,True Story,SHOW,2021,TV-MA,39,tt13655456,7.5,16927
4519,tm1119272,14 Peaks: Nothing Is Impossible,MOVIE,2021,,101,tt14079374,7.8,22858
4520,ts225657,Halston,SHOW,2021,TV-MA,47,tt10920514,7.5,14040
4521,ts229335,Anxious People,SHOW,2021,TV-MA,29,tt11168604,6.8,3709
4522,tm1038686,Bo Burnham: Inside,MOVIE,2021,R,87,tt14545352,8.7,44074
4523,ts287976,Young Royals,SHOW,2021,TV-MA,45,tt14664414,8.3,26732
4524,tm347095,Oxygen,MOVIE,2021,,100,tt6341832,6.5,36803
4525,tm855839,The Shadow in My Eye,MOVIE,2021,,107,tt9170516,7.3,8270
4526,ts255037,Resident Evil: Infinite Darkness,SHOW,2021,TV-MA,27,tt13173456,5.8,9500
4527,ts312984,Our Blues,SHOW,2022,TV-MA,68,tt19115260,7.7,209
4528,ts95572,The Serpent,SHOW,2021,TV-MA,57,tt7985576,7.6,41782
4529,tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,,102,tt9660510,7.9,19
4530,ts287352,Hit & Run,SHOW,2021,TV-MA,49,tt9073940,7.1,8367
4531,tm851128,Bigbug,MOVIE,2022,R,111,tt11541872,5.4,6986
4532,tm1179973,Trust No One: The Hunt for the Crypto King,MOVIE,2022,R,90,tt15479902,6.3,3850
4533,ts273436,Murder Among the Mormons,SHOW,2021,TV-14,53,tt13987620,7,6028
4534,tm1046932,Kate,MOVIE,2021,R,106,tt7737528,6.2,57689
4535,tm861000,Worth,MOVIE,2021,PG-13,118,tt8009744,6.8,12745
4536,ts237972,Katla,SHOW,2021,TV-MA,46,tt11102190,7,13095
4537,ts262246,The Last Bus,SHOW,2022,TV-PG,35,tt12885670,5,500
4538,ts330347,Cracow Monsters,SHOW,2022,TV-MA,52,tt15096836,5.5,1492
4539,ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,TV-MA,42,tt15479704,7,5224
4540,ts302363,Twenty Five Twenty One,SHOW,2022,TV-14,76,tt17513352,8.7,4081
4541,tm859005,Today We Fix the World,MOVIE,2022,,113,tt11592014,6.2,782
4542,tm1002815,Nightbooks,MOVIE,2021,,103,tt10521144,5.7,8278
4543,ts88578,Firefly Lane,SHOW,2021,TV-MA,52,tt9012876,7.4,20300
4544,tm817075,Furioza,MOVIE,2021,,139,tt10515864,6.2,3383
4545,ts308845,The Billion Dollar Code,SHOW,2021,TV-MA,67,tt15392100,8,7313
4546,tm1087461,Last Man Down,MOVIE,2021,R,87,tt12335692,5,10906
4547,tm1188819,Rumspringa - Ein Amish in Berlin,MOVIE,2022,,102,tt19352286,5.3,257
4548,tm1092958,No One Gets Out Alive,MOVIE,2021,R,85,tt13056008,5.3,13913
4549,tm416779,The Woman in the Window,MOVIE,2021,R,102,tt6111574,5.7,70886
4550,tm1000619,Radhe Shyam,MOVIE,2022,,138,tt8960382,6.9,21328
4551,ts330425,The Principles of Pleasure,SHOW,2022,TV-MA,51,tt18299058,4.7,64
4552,tm1187913,Honeymoon With My Mother,MOVIE,2022,,110,tt11269026,5.8,1503
4553,ts282131,Attenborough's Life in Colour,SHOW,2021,TV-PG,51,tt11053426,8.2,3090
4554,tm1141439,Home Team,MOVIE,2022,PG,99,tt14592064,6,16320
4555,tm1185388,The Turning Point,MOVIE,2021,,98,tt14140844,7,9
4556,ts331680,Making Fun,SHOW,2022,TV-PG,41,tt17737382,7,557
4557,ts220553,The Irregulars,SHOW,2021,TV-14,53,tt10893694,5.9,14714
4558,tm1003630,After We Fell,MOVIE,2021,R,99,tt13069986,4.6,12339
4559,ts328194,My Name,SHOW,2021,TV-MA,50,tt12940504,7.8,18446
4560,tm1046627,Hypnotic,MOVIE,2021,,88,tt12383460,5.3,14887
4561,ts307649,Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,tt15260794,8,8881
4562,tm810504,Yaksha: Ruthless Operations,MOVIE,2022,,125,tt12663250,6.2,2486
4563,tm1046264,The Vault,MOVIE,2021,R,118,tt9742794,6.4,21511
4564,ts296214,How to Become a Tyrant,SHOW,2021,TV-MA,27,tt14832996,7.4,8041
4565,tm1185506,The Taming of the Shrewd,MOVIE,2022,,112,tt18970380,4.6,630
4566,ts283080,Who Killed Sara?,SHOW,2021,TV-MA,41,tt11937816,6.4,12148
4567,ts287438,The Innocent,SHOW,2021,TV-MA,58,tt10147644,7.8,29019
4568,ts219423,Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,tt10826054,5.2,26127
4569,tm992844,The Dig,MOVIE,2021,PG-13,112,tt3661210,7.1,71915
4570,ts108042,Maya and the Three,SHOW,2021,TV-Y7,131,tt8787772,8.1,3597
4571,tm1075215,Aftermath,MOVIE,2021,,114,tt10691162,5.3,15125
4572,ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,tt13651632,7.5,23939
4573,ts281062,The Girl from Oslo,SHOW,2021,,31,tt13968792,6.3,2973
4574,ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,tt12717354,6.6,148
4575,tm1168932,Taylor Tomlinson: Look at You,MOVIE,2022,,60,tt18096250,7.3,1707
4576,tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,,83,tt11657662,7.2,41508
4577,tm813078,Prayers for the Stolen,MOVIE,2021,R,110,tt10366574,7.3,1729
4578,tm1110150,There's Someone Inside Your House,MOVIE,2021,,86,tt8150814,4.8,14421
4579,tm1000147,Zone 414,MOVIE,2021,R,98,tt8545482,4.9,3878
4580,ts271867,Vincenzo,SHOW,2021,,81,tt13433812,8.4,15134
4581,ts272980,The One,SHOW,2021,TV-MA,42,tt13879466,6.6,12367
4582,tm1027081,Blood Red Sky,MOVIE,2021,,121,tt11607896,6.1,44006
4583,tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,2021,,132,tt13017204,6.8,1282
4584,tm1021871,The Starling,MOVIE,2021,PG-13,102,tt5164438,6.3,11733
4585,ts273229,Feria: The Darkest Light,SHOW,2022,TV-MA,50,tt13323004,5.7,1532
4586,tm1063652,Intrusion,MOVIE,2021,,92,tt5563324,5.3,15464
4587,tm841825,My Little Pony: A New Generation,MOVIE,2021,PG,91,tt10101702,6.8,3468
4588,tm993670,Cosmic Sin,MOVIE,2021,R,88,tt11762434,2.5,12284
4589,ts328605,Midnight at the Pera Palace,SHOW,2022,TV-14,44,tt13317508,7.1,6624
4590,ts314135,VOIR,SHOW,2021,TV-MA,20,tt15677070,6.8,1255
4591,tm1151272,Beast,MOVIE,2022,,162,tt11301946,6.8,19332
4592,tm1005109,Kingdom: Ashin of the North,MOVIE,2021,,92,tt13412252,7.2,4890
4593,ts287559,Jupiter's Legacy,SHOW,2021,TV-MA,45,tt5774002,6.7,37235
4594,tm897466,The Summit of the Gods,MOVIE,2021,PG,95,tt7014378,7.5,4458
4595,tm314863,Vivo,MOVIE,2021,PG,95,tt6338498,6.7,17650
4596,tm841797,The Ice Road,MOVIE,2021,PG-13,103,tt3758814,5.6,37401
4597,tm977704,Robin Robin,MOVIE,2021,G,30,tt11332850,7.2,1533
4598,tm525645,Fear Street: Part One - 1994,MOVIE,2021,,107,tt6566576,6.2,74672
4599,tm1141594,Brazen,MOVIE,2022,,94,tt13978306,4,11224
4600,ts270405,Pretend It's a City,SHOW,2021,TV-14,29,tt13660958,8.1,7096
4601,tm1107225,Through My Window,MOVIE,2022,R,116,tt14463484,5.4,7902
4602,ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,tt13840586,5.9,16799
4603,tm993838,Long Story Short,MOVIE,2021,R,90,tt10896634,6.5,4664
4604,ts290643,Super Crooks,SHOW,2021,TV-MA,30,tt14272628,7.1,1984
4605,ts329700,Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,tt18224644,5.5,522
4606,tm1020820,Night Teeth,MOVIE,2021,,107,tt10763820,5.6,16890
4607,tm999927,A Cop Movie,MOVIE,2021,R,107,tt14035242,7,1626
4608,tm1198745,Marmaduke,MOVIE,2022,,88,tt8746404,3,276
4609,ts314594,Catching Killers,SHOW,2021,TV-MA,40,tt15723914,7.1,2908
4610,tm1093099,Love Hard,MOVIE,2021,,104,tt10752004,6.3,48521
4611,ts315611,Animal,SHOW,2021,TV-PG,45,tt15674216,7.9,857
4612,ts297483,Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,tt14518756,8.5,9987
4613,tm858869,Stowaway,MOVIE,2021,PG-13,117,tt9203694,5.6,44054
4614,tm833216,Things Heard & Seen,MOVIE,2021,,121,tt10962368,5.3,29915
4615,tm1159163,Fistful of Vengeance,MOVIE,2022,R,94,tt14158554,4.5,5985
4616,tm1096775,Procession,MOVIE,2021,R,118,tt14300912,7.2,1076
4617,ts343251,Green Mothers' Club,SHOW,2022,,69,tt15060900,7.1,38
4618,tm912100,Bruised,MOVIE,2021,R,129,tt8310474,6.1,13968
4619,tm458292,Space Sweepers,MOVIE,2021,R,136,tt12838766,6.5,24659
4620,tm981945,The Last Letter From Your Lover,MOVIE,2021,,110,tt1893273,6.6,16302
4621,tm465421,The Pirates: The Last Royal Treasure,MOVIE,2022,,126,tt17491040,6,2882
4622,ts1475,Chosen,SHOW,2022,TV-MA,44,tt16492950,4.3,1111
4623,tm1108321,Dave Chappelle: The Closer,MOVIE,2021,,72,tt15523010,8,24903
4624,ts297846,An astrological guide for broken hearts,SHOW,2021,TV-14,34,tt14759406,7.1,2827
4625,ts288087,Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,tt14681732,6.8,5093
4626,tm992260,Yes Day,MOVIE,2021,PG,86,tt8521876,5.7,23141
4627,ts329885,Standing Up,SHOW,2022,TV-MA,46,tt18260550,6.2,133
4628,ts296563,Who Rules The World,SHOW,2022,TV-PG,44,tt14950036,9.2,81
4629,ts306203,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,,61,tt15287836,6.2,3038
4630,ts304053,Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,tt15166116,7.9,1642
4631,ts253813,GlÃ³ria,SHOW,2021,TV-MA,44,tt13064634,8,3941
4632,ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,53,tt14223858,6.5,4246
4633,tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,PG-13,92,tt14539744,6.9,5674
4634,tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,2021,,70,tt15907298,6.8,1549
4635,tm1108648,The Wasteland,MOVIE,2022,,91,tt13323118,4.6,3782
4636,tm824160,Fear Street: Part Two - 1978,MOVIE,2021,,109,tt9701940,6.7,58277
4637,tm459789,The Lovebirds,MOVIE,2021,R,87,tt8851668,6,25460
4638,tm919880,Final Account,MOVIE,2021,PG-13,94,tt12789212,7.1,950
4639,ts299865,Heist,SHOW,2021,TV-MA,43,tt14865290,6.8,1698
4640,ts269676,History of Swear Words,SHOW,2021,TV-MA,21,tt13617060,6.4,4776
4641,ts104499,Trese,SHOW,2021,TV-MA,29,tt9310336,7,3701
4642,ts288744,The Sound of Magic,SHOW,2022,TV-14,69,tt14460684,8,982
4643,tm1038344,Awake,MOVIE,2021,R,96,tt10418662,4.8,20828
4644,tm863351,The God Committee,MOVIE,2021,,98,tt6852526,5.8,3761
4645,tm976166,Malcolm & Marie,MOVIE,2021,R,106,tt12676326,6.6,35760
4646,tm949309,The White Tiger,MOVIE,2021,R,125,tt6571548,7.1,58190
4647,tm1018890,Seaspiracy,MOVIE,2021,,80,tt14152756,8.1,29604
4648,ts319303,He's Expecting,SHOW,2022,TV-PG,26,tt14719276,1.6,2735
4649,tm1064228,Fatherhood,MOVIE,2021,PG-13,109,tt4733624,6.6,34661
4650,ts314742,He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,26,tt11465278,5.8,1618
4651,tm1018427,Moxie,MOVIE,2021,PG-13,111,tt7737700,6.7,24003
4652,tm855075,Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,tt11991748,7.4,7958
4653,tm1104532,Britney vs. Spears,MOVIE,2021,,93,tt15469820,6.4,6612
4654,tm1165219,Ali Wong: Don Wong,MOVIE,2022,R,59,tt17542000,6.5,1828
4655,ts272463,Colin in Black & White,SHOW,2021,TV-14,32,tt12624928,5.4,7021
4656,ts286317,The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,60,tt13156316,7,8124
4657,tm1020851,Back to the Outback,MOVIE,2021,PG,95,tt13575806,6.5,7328
4658,ts320426,Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,tt16027926,6.5,3355
4659,tm1138870,Badhaai Do,MOVIE,2022,,147,tt11934846,7.3,15032
4660,tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,2022,R,105,tt14813966,5.6,3447
4661,ts296825,Gone for Good,SHOW,2021,TV-MA,49,tt14252964,6.3,3863
4662,ts256311,High-Rise Invasion,SHOW,2021,TV-MA,25,tt13357164,6.6,2575
4663,ts269881,Record of Ragnarok,SHOW,2021,TV-MA,24,tt13676344,6.2,4647
4664,tm1182144,Dancing on Glass,MOVIE,2022,,137,tt14118046,5.5,585
4665,tm1146393,All Hail,MOVIE,2022,,118,tt16427718,5.6,2840
4666,tm1038327,Beckett,MOVIE,2021,R,109,tt10230994,5.6,25253
4667,tm1080252,7 Prisoners,MOVIE,2021,R,93,tt14168118,7.1,6444
4668,ts287294,"Money, Explained",SHOW,2021,TV-14,23,tt14492910,6.9,2143
4669,tm473502,83,MOVIE,2021,,163,tt7518786,7.4,23781
4670,ts312071,The Way of the Househusband,SHOW,2021,TV-MA,17,tt13357124,7.3,3724
4671,ts271888,Fate: The Winx Saga,SHOW,2021,TV-MA,50,tt8179402,6.8,37995
4672,ts250092,Shaman King,SHOW,2021,TV-PG,23,tt12502782,7,1480
4673,tm1073510,SAS: Red Notice,MOVIE,2021,R,124,tt4479380,5.2,17719
4674,ts302312,Jaguar,SHOW,2021,TV-MA,43,tt11698590,5.7,1718
4675,tm1025493,Dasvi,MOVIE,2022,,125,tt14107554,8,13140
4676,ts287328,Yasuke,SHOW,2021,TV-MA,29,tt9310330,6.2,4999
4677,ts317422,Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,tt15978256,7.6,846
4678,tm1087160,Fever Dream,MOVIE,2021,R,93,tt9471660,5.4,1682
4679,tm1038363,America: The Motion Picture,MOVIE,2021,R,98,tt6733874,5.6,6165
4680,tm879685,The Perfect Family,MOVIE,2021,,110,tt11924738,6.2,46
4681,tm1039147,Audible,MOVIE,2021,PG-13,39,tt12771540,5.3,
4682,tm1107063,Love and Leashes,MOVIE,2022,R,118,tt15553956,6.3,3820
4683,tm1082974,Count Me In,MOVIE,2021,,81,tt6889042,6.8,1654
4684,tm1167440,My Best Friend Anne Frank,MOVIE,2021,PG-13,103,tt10360772,6.2,3731
4685,ts260477,Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,tt13053222,7.1,3229
4686,ts265991,The Cook of Castamar,SHOW,2021,TV-MA,54,tt12626014,7.4,3637
4687,ts304468,Thirty-Nine,SHOW,2022,TV-MA,73,tt15309342,7.9,150
